YEAR,STATE,Health_Score
2017,IA,0.5469000519361991
2017,KS,1.046612546445717
2017,KY,-5.849117015455103
2017,LA,-7.816553267454584
2017,ME,-4.027572134887367
2017,MD,2.2667844963548056
2017,MA,6.365465105330291
2017,MI,-1.749040286024467
2017,MN,2.460496482827313
2017,MS,-3.5133997228042433
2017,MO,-4.006917728474684
2017,MT,-9.029281135021701
2017,NE,1.8132715335242073
2017,NV,-2.5709847472826763
2017,NH,-2.120422670499859
2017,NJ,6.521368024996117
2017,NM,-0.12378746237432045
2017,NY,8.69553484293178
2017,NC,-0.8138066720704245
2017,ND,-1.1801542381640375
2017,OH,-6.42572996056378
2017,OK,-2.5818728952954917
2017,OR,2.3673313069638904
2017,PA,-2.057542138641144
2017,RI,-0.08390798474835123
2017,SC,-2.5056352997546067
2017,SD,-7.428654744625587
2017,TN,-3.020425142899118
2017,TX,4.780376514334561
2017,UT,7.210876287922761
2017,VT,-0.33318218323697435
2017,VA,4.592176263327851
2017,WA,6.329755790261533
2017,WV,-7.787138239223297
2017,WI,-3.517088325760761
2017,WY,-0.3612860869946868
2016,AL,-4.072001250466242
2016,AK,-3.3459467787608794
2016,AZ,5.382819878244896
2016,AR,-3.9410313055924355
2016,CA,10.324782268523546
2016,CO,2.2949414144458853
2016,CT,5.6362505058331305
2016,DE,-3.078535045080893
2016,FL,1.3515657813271238
2016,GA,1.0901299025566276
2016,HI,4.677192983231366
2016,ID,0.010502974352497217
2016,IL,0.18960970892190335
2016,IN,-1.1781639909741328
2016,IA,-0.03861754577671193
2016,KS,1.9875728235333505
2016,KY,-5.754309876616029
2016,LA,-8.545013276129303
2016,ME,-2.119784226016878
2016,MD,2.5595908808341967
2016,MA,6.266563599680325
2016,MI,-0.6784983119058258
2016,MN,2.222245030326785
2016,MS,-2.277115173390529
2016,MO,-4.1042931936813964
2016,MT,-8.17531054788954
2016,NE,1.6740375177800244
2016,NV,-2.851739287812704
2016,NH,-0.7460433858339645
2016,NJ,8.073775468870744
2016,NM,-0.5409060287176304
2016,NY,8.758296778053754
2016,NC,-0.34690412889010325
2016,ND,-3.9441625247270498
2016,OH,-5.666309038452623
2016,OK,-3.0415109375234195
2016,OR,3.842575154547842
2016,PA,-1.3269525224048273
2016,RI,0.5378643845854171
2016,SC,-2.7154549531759664
2016,SD,-2.2047826060278535
2016,TN,-2.7216007265267077
2016,TX,5.29696780427097
2016,UT,8.314456224822813
2016,VT,2.165835080169561
2016,VA,4.8284601053981335
2016,WA,6.752125968969398
2016,WV,-6.889790044795519
2016,WI,-3.221960469422421
2016,WY,-0.6712162046056318
2015,AL,-2.150944765591925
2015,AK,-6.5987232253183805
2015,AZ,5.271726985516552
2015,AR,-2.922488743255082
2015,CA,10.161151398968716
2015,CO,3.137248192044937
2015,CT,4.595078700970814
2015,DE,-4.9343387793536975
2015,FL,1.8071172248725795
2015,GA,1.0688955964064226
2015,HI,4.975298870893797
2015,ID,1.5188692734140512
2015,IL,1.979858782179916
2015,IN,0.18902708677212113
2015,IA,3.0144544982254695
2015,KS,2.829106870078471
2015,KY,-5.0679817960072935
2015,LA,-7.565320216639571
2015,ME,-3.2572203209624733
2015,MD,3.7329926431574316
2015,MA,6.266183514058676
2015,MI,-0.6190113966779174
2015,MN,2.213962277111825
2015,MS,-3.8192965961466876
2015,MO,-2.8327063278643028
2015,MT,-8.049864731513416
2015,NE,2.582730500317198
2015,NV,-0.3933794428769026
2015,NH,-0.7072037781592168
2015,NJ,7.230533593914676
2015,NM,0.9958617830708552
2015,NY,9.13198693088053
2015,NC,0.004462816980361904
2015,ND,-5.136001992182171
2015,OH,-4.233669523640039
2015,OK,-2.275020592251721
2015,OR,3.117467979643196
2015,PA,0.0695502740418951
2015,RI,0.08726531546836339
2015,SC,-2.113685289926074
2015,SD,-5.843648418107952
2015,TN,-1.2213190646735206
2015,TX,5.523753622080028
2015,UT,8.740189494787172
2015,VT,2.0073829245789847
2015,VA,5.604108330352115
2015,WA,5.529352173603152
2015,WV,-4.528933191855123
2015,WI,-2.0493672471822597
2015,WY,-1.5678700895472772
2014,AL,-1.9162502081653179
2014,AK,-3.368992823682837
2014,AZ,5.075031688995542
2014,AR,-2.5434904670279774
2014,CA,10.371614742198489
2014,CO,2.8016241269904145
2014,CT,6.484563901290244
2014,DE,-1.1872070901145468
2014,FL,2.501206974814426
2014,GA,1.784486477037931
2014,HI,6.690000277846352
2014,ID,1.3592393572969683
2014,IL,1.2839477620787452
2014,IN,0.7766887398910801
2014,IA,2.753408041264451
2014,KS,3.0090984542552675
2014,KY,-4.459004563989374
2014,LA,-6.752893465177523
2014,ME,-2.897749679513747
2014,MD,4.747339354440792
2014,MA,7.161876019596481
2014,MI,-0.08340942970843276
2014,MN,3.213119237157819
2014,MS,-1.20796491578454
2014,MO,-1.3793268182242606
2014,MT,-7.022562218592318
2014,NE,2.952519243448072
2014,NV,-1.1407959262407432
2014,NH,-1.0083711562645938
2014,NJ,7.898603576866139
2014,NM,2.0641394030769398
2014,NY,9.217115047320423
2014,NC,0.8027642587954837
2014,ND,-1.078621585056953
2014,OH,-2.5532049631506273
2014,OK,-2.72259458862794
2014,OR,3.0764861977380207
2014,PA,1.248939600749141
2014,RI,3.31101956284019
2014,SC,-0.9321062619552222
2014,SD,-1.6467518173171531
2014,TN,-0.0006025287970746543
2014,TX,5.519840253897683
2014,UT,9.796873772646906
2014,VT,0.598928915355958
2014,VA,6.071724002377814
2014,WA,6.428178823096541
2014,WV,-4.434432088094112
2014,WI,-0.8064190939103171
2014,WY,-2.16786740792951
2005,AL,-1.6155412789049222
2005,AK,-0.9813765518868607
2005,AZ,3.3801830651897062
2005,AR,-1.2018537352518242
2005,CA,8.981969774085433
2005,CO,1.5861784430051893
2005,CT,6.320937823908221
2005,DE,-2.055278529640321
2005,FL,1.4457768152448391
2005,GA,1.9665774417497277
2005,HI,6.034598697204099
2005,ID,2.1022507039623393
2005,IL,1.0990059241504027
2005,IN,1.0257987341711992
2005,IA,3.01817108663477
2005,KS,2.3712988979121645
2005,KY,-2.1935434901594877
2005,LA,-9.040056943797225
2005,ME,-1.42831828414747
2005,MD,3.5991068676266247
2005,MA,6.723232710540872
2005,MI,-0.765131896943429
2005,MN,3.948987111590822
2005,MS,-5.42037890701081
2005,MO,-1.222382557839677
2005,MT,-8.269357277455846
2005,NE,3.554608658625786
2005,NV,-1.87559389989307
2005,NH,1.4189897727309708
2005,NJ,7.835147752916037
2005,NM,2.2756176554042824
2005,NY,8.466427062260905
2005,NC,-1.4631043993140025
2005,ND,-0.10981013712667331
2005,OH,-3.002766908178418
2005,OK,0.18461085164699453
2005,OR,3.329671926012984
2005,PA,0.4768994962762455
2005,RI,2.4210124656485026
2005,SC,-3.8184554794317993
2005,SD,-2.6376672989815337
2005,TN,-2.9333348818331793
2005,TX,4.743996401313935
2005,UT,12.704471314883811
2005,VT,0.7392806611649503
2005,VA,3.7324014760047426
2005,WA,6.427436196747488
2005,WV,-1.9441095935131558
2005,WI,-1.2884287827697845
2005,WY,1.2707296420720031
